,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Predicted price
685,685,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,,22.543333333333333
686,686,Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.7483333333333335
687,687,Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,4.242999999999999
688,688,Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,1.8883333333333332
689,689,Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.38 Lakh,4.092333333333333
690,690,Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,4.727
691,691,Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,5.89 Lakh,2.896333333333333
692,692,Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.707666666666666
693,693,Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,5.703
694,694,Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.6406666666666665
695,695,Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,6.55 Lakh,7.022333333333333
696,696,Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,8.712
697,697,Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5.0,,1.7173333333333334
698,698,Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5.0,,37.356
699,699,BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,,30.775666666666666
700,700,Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5.0,,6.274666666666667
701,701,Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5.0,,4.031999999999999
702,702,Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.588333333333333
703,703,Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.7760000000000002
704,704,Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,,2.354
705,705,Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.089666666666667
706,706,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,7.79 Lakh,5.658333333333334
707,707,Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,6.480666666666667
708,708,Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.87 Lakh,5.974666666666666
709,709,Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,18.391
710,710,Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,5.520666666666667
711,711,Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.321
712,712,Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5.0,,5.363333333333332
713,713,Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.193
714,714,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,18.32 Lakh,10.643
715,715,Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,7.122333333333334
716,716,Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.65 Lakh,8.832333333333333
717,717,Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07 kmpl,1199 CC,74 bhp,5.0,,4.5056666666666665
718,718,Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,,1.4616666666666664
719,719,Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,5.789666666666666
720,720,Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,6.612333333333334
721,721,Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15 kmpl,2967 CC,240 bhp,5.0,,42.690000000000005
722,722,Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.618
723,723,Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,,23.497666666666664
724,724,Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.006333333333334
725,725,Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5.0,,8.420666666666667
726,726,Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,4.3709999999999996
727,727,Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.8586666666666671
728,728,Renault Pulse RxZ,Jaipur,2012,57000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.12 bhp,5.0,,3.217333333333334
729,729,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,4.271333333333334
730,730,Honda Amaze SX i-VTEC,Delhi,2015,11000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.749333333333334
731,731,Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,16.64 Lakh,8.617333333333333
732,732,Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,11.235333333333335
733,733,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,9.027333333333333
734,734,Maruti 800 DX,Jaipur,2000,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,0.6753333333333331
735,735,Maruti Celerio VXI AT,Coimbatore,2015,54186,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.9826666666666672
736,736,Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.703333333333333
737,737,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,90000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.9000000000000004
738,738,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018,23000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,21 Lakh,19.108
739,739,Maruti Ertiga VXI Petrol,Delhi,2016,23582,Petrol,Manual,Second,19.34 kmpl,1462 CC,103 bhp,7.0,9.54 Lakh,7.204666666666667
740,740,Maruti A-Star Vxi,Jaipur,2009,87000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.8203333333333336
741,741,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019,1000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,9.26 Lakh,10.934666666666665
742,742,Maruti Swift VDI,Kochi,2015,58634,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,5.578333333333333
743,743,Nissan Sunny Diesel XV,Kochi,2013,41377,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5.0,,4.674333333333334
744,744,Hyundai EON Magna Plus,Jaipur,2015,43000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.7233333333333336
745,745,Honda Amaze S i-Vtech,Kochi,2015,77372,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.404333333333333
746,746,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006,49000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,1.6793333333333331
747,747,Honda City i VTEC CVT VX,Delhi,2015,48000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,7.685666666666666
748,748,Honda Brio S MT,Hyderabad,2012,30000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.475333333333333
749,749,Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3880000000000003
750,750,Hyundai Elantra CRDi SX AT,Jaipur,2016,76681,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5.0,,8.735999999999999
751,751,Honda Accord 2.4 Elegance A/T,Mumbai,2010,106565,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5.0,,5.279333333333333
752,752,Maruti Wagon R VXI AMT,Coimbatore,2011,37492,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.33 Lakh,2.9516666666666667
753,753,Chevrolet Cruze LTZ,Coimbatore,2014,72843,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5.0,,7.969333333333333
754,754,Hyundai i20 1.2 Era,Kochi,2013,55653,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,4.159333333333333
755,755,Tata Nano Cx BSIV,Ahmedabad,2013,35000,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.6416666666666668
756,756,Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014,44000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,6.207999999999999
757,757,Tata Indica Vista TDI LS,Pune,2012,43200,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,2.7363333333333335
758,758,Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005,117000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,,1.7886666666666668
759,759,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016,63961,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.1 Lakh,20.54966666666667
760,760,Mini Cooper 3 DOOR D,Mumbai,2015,20000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,19.95466666666666
761,761,Hyundai Xcent 1.2 Kappa S Option,Pune,2016,34000,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,5.22
762,762,Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.695333333333332
763,763,Hyundai i20 Sportz 1.2,Mumbai,2013,43000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.478
764,764,Hyundai i10 Magna,Hyderabad,2008,63193,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.6460000000000004
765,765,Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008,110000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,5.357
766,766,Maruti SX4 Vxi BSIV,Kochi,2011,44547,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,,2.859666666666667
767,767,Honda City 1.5 E MT,Ahmedabad,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.7166666666666672
768,768,Maruti Ritz LXi,Mumbai,2012,79000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.1559999999999997
769,769,Maruti Alto K10 LXI CNG Optional,Delhi,2017,33000,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4.0,4.66 Lakh,3.574666666666667
770,770,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2014,108000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.579
771,771,Toyota Innova Crysta 2.4 G MT 8S,Kochi,2018,21302,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,,19.273666666666664
772,772,Maruti Swift VDI Optional,Pune,2014,82000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.876333333333333
773,773,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,173000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8.0,,10.394666666666668
774,774,Mahindra Quanto C2,Jaipur,2013,72000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,,4.351
775,775,Mahindra XUV500 W8 4WD,Bangalore,2014,50299,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.114
776,776,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2014,60000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,18.27833333333333
777,777,Toyota Fortuner 3.0 Diesel,Kolkata,2011,112999,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,10.705333333333334
778,778,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2010,183000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,6.750666666666667
779,779,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,58840,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,34.43333333333333
780,780,Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.5809999999999995
781,781,Hyundai i20 1.4 CRDi Magna,Jaipur,2011,78000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,3.318333333333334
782,782,Skoda Octavia 2.0 TDI MT Style,Ahmedabad,2018,34000,Diesel,Manual,First,21.0 kmpl,1968 CC,141 bhp,5.0,23.29 Lakh,13.854999999999999
783,783,Hyundai i10 Sportz 1.2,Hyderabad,2012,54982,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.2836666666666674
784,784,Maruti Alto LXi,Jaipur,2008,65000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2393333333333332
785,785,Renault KWID RXL,Kochi,2018,16292,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3.95 Lakh,3.8149999999999995
786,786,Hyundai Grand i10 Sportz,Mumbai,2015,11206,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.202999999999999
787,787,Hyundai Grand i10 AT Asta,Pune,2015,32100,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.540333333333333
788,788,Maruti Wagon R LXI,Delhi,2018,22296,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5.0,4.59 Lakh,4.281000000000001
789,789,Hyundai i20 Magna 1.4 CRDi,Kolkata,2015,36113,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,5.129333333333333
790,790,Volvo S80 D5,Delhi,2011,87000,Diesel,Automatic,Second,13.1 kmpl,2400 CC,215 bhp,5.0,,11.175
791,791,Renault Duster 85PS Diesel RxZ,Jaipur,2018,1001,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,13.08 Lakh,8.766
792,792,Honda City i VTEC CVT VX,Hyderabad,2015,39822,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,8.227
793,793,Maruti Swift VXI BSIII,Hyderabad,2008,81814,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.5540000000000003
794,794,Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016,62000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,11.043333333333333
795,795,Maruti Swift Dzire VDI,Pune,2017,71000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5.0,,5.959999999999999
796,796,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2019,10452,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,8.813999999999998
797,797,Tata Tiago 1.2 Revotron XT Option,Kolkata,2018,1520,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.71 Lakh,6.218666666666667
798,798,Honda Brio S MT,Chennai,2013,35315,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.2216666666666667
799,799,Maruti Swift VDI BSIV,Hyderabad,2014,91722,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.525666666666667
800,800,Hyundai i20 1.2 Sportz Option,Pune,2011,35976,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.259666666666667
801,801,Renault KWID RXL,Delhi,2016,22000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.02 Lakh,2.9250000000000003
802,802,Audi A6 35 TDI Matrix,Hyderabad,2011,71000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,67.1 Lakh,12.681666666666668
803,803,Hyundai Grand i10 Asta Option,Pune,2014,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.258
804,804,Maruti Alto LXI,Hyderabad,2010,54486,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.2819999999999996
805,805,Jaguar XF 2.0 Petrol Portfolio,Kolkata,2017,18366,Petrol,Automatic,First,10.8 kmpl,1997 CC,246.74 bhp,5.0,66.71 Lakh,59.989999999999995
806,806,Tata Manza Aqua Safire,Kolkata,2010,16000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5.0,,1.8090000000000002
807,807,Tata Nano XTA,Coimbatore,2017,31176,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,3.317999999999999
808,808,BMW X1 sDrive20d,Jaipur,2012,88375,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,,12.466666666666667
809,809,Maruti Wagon R AMT VXI,Jaipur,2017,34500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.388000000000001
810,810,Toyota Fortuner 4x4 MT,Hyderabad,2012,80000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,15.447333333333335
811,811,Volkswagen Polo Diesel Trendline 1.2L,Delhi,2013,46000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.599333333333333
812,812,Honda Civic 2010-2013 1.8 V AT,Mumbai,2009,70000,Petrol,Automatic,Third,13.9 kmpl,1799 CC,130.2 bhp,5.0,,4.256666666666667
813,813,BMW 7 Series 2007-2012 730Ld,Hyderabad,2009,51000,Diesel,Automatic,First,14.49 kmpl,2993 CC,258 bhp,5.0,,29.254666666666665
814,814,Mahindra XUV500 AT W10 FWD,Delhi,2017,25000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,15.442333333333334
815,815,Hyundai Elantra SX AT,Coimbatore,2017,25132,Petrol,Automatic,First,14.5 kmpl,1797 CC,147.4 bhp,5.0,,16.311
816,816,Toyota Corolla Altis G,Delhi,2011,70000,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,4.598333333333333
817,817,Maruti Alto 800 2016-2019 LXI,Kochi,2015,48913,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9066666666666667
818,818,Honda City i-DTEC SV,Hyderabad,2014,63000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,13.33 Lakh,6.314333333333335
819,819,Maruti Alto LXi,Jaipur,2011,90000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.8646666666666667
820,820,Honda Brio S MT,Chennai,2013,55000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.235
821,821,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.128333333333333
822,822,Maruti Ritz ZXi,Pune,2012,35844,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5.0,,3.366666666666667
823,823,Nissan 370Z AT,Kolkata,2012,14850,Petrol,Automatic,First,10.0 kmpl,3696 CC,328.5 bhp,2.0,,43.18533333333333
824,824,Audi A6 2011-2015 2.0 TDI,Hyderabad,2014,98000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,19.884666666666668
825,825,Hyundai i20 Asta 1.2,Mumbai,2015,17000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.638999999999999
826,826,Hyundai Verna 1.6 CRDI,Mumbai,2013,42670,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,5.389666666666667
827,827,BMW 6 Series Gran Coupe,Kochi,2014,33128,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,47.85333333333333
828,828,Maruti Alto K10 VXI,Chennai,2018,7300,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5.0,4.5 Lakh,3.9213333333333336
829,829,Hyundai i20 1.4 Sportz,Kolkata,2016,53416,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.039666666666666
830,830,Toyota Etios G,Chennai,2011,47000,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.73 bhp,5.0,,3.4596666666666676
831,831,Hyundai Sonata Embera 2.0L CRDi MT,Ahmedabad,2008,72002,Diesel,Manual,Second,13.6 kmpl,1991 CC,142 bhp,5.0,,4.535
832,832,Skoda Rapid 1.5 TDI AT Ambition,Pune,2016,47000,Diesel,Automatic,First,21.72 kmpl,1498 CC,108.4 bhp,5.0,15.11 Lakh,9.163333333333332
833,833,Audi A6 2011-2015 35 TDI Technology,Coimbatore,2016,47634,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,29.26333333333333
834,834,Volkswagen Polo 1.2 MPI Highline,Ahmedabad,2015,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.8133333333333335
835,835,Ford Classic 1.4 Duratorq CLXI,Chennai,2013,65000,Diesel,Manual,Second,19.68 kmpl,1399 CC,67 bhp,5.0,,3.394333333333334
836,836,Renault Koleos 4X2 MT,Hyderabad,2014,92448,Diesel,Manual,First,17.15 kmpl,1995 CC,147.9 bhp,5.0,,8.631333333333332
837,837,Ford Ecosport 1.5 DV5 MT Ambiente,Chennai,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.677666666666667
838,838,Land Rover Freelander 2 TD4 SE,Mumbai,2011,87000,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,,13.718333333333334
839,839,Honda Amaze E i-DTEC,Pune,2016,108000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,6.339666666666667
840,840,Volvo V40 Cross Country D3,Chennai,2015,60000,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,,15.281666666666668
841,841,Hyundai i10 Magna,Chennai,2011,82000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0073333333333334
842,842,Ford Figo 1.2P Titanium MT,Jaipur,2016,26189,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.920333333333333
843,843,Maruti Ciaz VDi Option SHVS,Jaipur,2016,26300,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.138
844,844,Toyota Fortuner 4x2 AT TRD Sportivo,Mumbai,2016,35000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.7 bhp,7.0,,23.08166666666667
845,845,Tata Indica Vista Terra Quadrajet 1.3L BS IV,Pune,2010,67000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.8209999999999993
846,846,Hyundai EON Magna,Jaipur,2012,42285,Petrol,Manual,First,22.0 kmpl,814 CC,55 bhp,5.0,,2.2393333333333336
847,847,Mahindra KUV 100 mFALCON G80 K6 Plus,Kolkata,2017,7000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,5.612999999999999
848,848,Hyundai i20 1.2 Spotz,Pune,2016,42000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.148999999999999
849,849,Hyundai Santro Xing GLS,Kochi,2015,56967,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,3.271333333333333
850,850,Mercedes-Benz GLA Class 220 d 4MATIC,Coimbatore,2019,29566,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,49.12 Lakh,44.01433333333333
851,851,Maruti Wagon R Stingray LXI,Kochi,2015,41836,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.4416666666666678
852,852,Mahindra Bolero Power Plus ZLX,Coimbatore,2018,19764,Diesel,Manual,First,16.5 kmpl,1493 CC,70 bhp,7.0,10.51 Lakh,7.357333333333334
853,853,Tata Indica Vista Aura 1.3 Quadrajet,Kolkata,2009,134000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.513666666666667
854,854,Hyundai Elite i20 Petrol Sportz,Delhi,2018,8321,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.646999999999998
855,855,Tata Indica Vista TDI LS,Pune,2015,174000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5.0,,3.795333333333333
856,856,Toyota Qualis FS B3,Pune,2002,119613,Diesel,Manual,Second,13.1 kmpl,2446 CC,75 bhp,10.0,,2.555333333333334
